PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS21700545,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,25,0,
LS21700556,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,25,0,
LS21700636,05/02/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS21700636,05/02/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2020,25,0,
LS21700647,05/02/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS22100769,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS2210077A,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS2430026A,05/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,05/02/2020,25,0,
LS05253810,05/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS05253810,05/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/02/2020,25,0,
LS05253821,05/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/02/2020,25,0,
LS05253865,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,0,0,
LS05253865,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,0,0,
LS05253876,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS05253876,05/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS12264464,05/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS12264475,05/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS12264475,05/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,25,0,
LS12264486,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS12264497,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/02/2020,25,0,
LS12264500,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS12264511,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2020,25,0,
LS12264522,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS12264522,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS12264533,05/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2020,25,0,
LS17301182,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,83,
LS17301193,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS17301193,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,25,0,
LS17301207,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2020,25,0,
LS17301218,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,83,
LS1730123A,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS1730123A,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,25,0,
LS17301240,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS17301251,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS17301273,05/02/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS18600724,05/02/2020,MEADOW LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,05/02/2020,35,0,
LS18600724,05/02/2020,MEADOW LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,18/02/2020,35,0,
LS18600724,05/02/2020,MEADOW LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,19/02/2020,35,0,
LS20503403,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS20503403,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2020,25,0,
LS20503414,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS20503480,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS20503491,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS20503491,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/02/2020,0,0,
LS20503505,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS20503505,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS21700523,05/02/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/02/2020,25,0,
LS21700534,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS21700534,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,0,0,
LS21700534,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/03/2020,0,0,
LS21700556,05/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS21700647,05/02/2020,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0,0,
LS22100769,05/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS2210077A,05/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25,0,
LS2430026A,05/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,07/02/2020,25,0,
LS2430026A,05/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,10/02/2020,25,0,
LS06271953,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,25,0,
LS06271953,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,86 BEYOND THE BAY MARKINGS                        ,50,14/02/2020,25,0,
LS06271953,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,86 BEYOND THE BAY MARKINGS                        ,50,17/02/2020,25,0,
LS06272005,06/02/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,06/02/2020,35,0,
LS06272038,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/02/2020,50,0,
LS06768350,06/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,0,0,
LS06768361,06/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS06768372,06/02/2020,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,19/02/2020,25,0,
LS12264624,06/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,0,50,
LS1246957A,06/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS1246957A,06/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,12/02/2020,25,0,
LS14479053,06/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,25,0,
LS14479053,06/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,19/02/2020,25,0,
LS17301400,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS17301433,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS17301444,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,50,0,
LS21400803,06/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
LS21700658,06/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,50,
LS21800120,06/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,0,83,
LS22100871,06/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24300306,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24300306,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/02/2020,25,0,
LS24300317,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2020,0,0,
LS24300383,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24300383,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/02/2020,25,0,
LS24300394,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS24400537,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/02/2020,25,0,
LS24400537,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/02/2020,25,0,
LS24400548,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS24400559,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,50,0,
LS24400559,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/03/2020,50,0,
LS2440056A,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS24400570,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24400617,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24400628,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS24800014,06/02/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/02/2020,0,0,
LS25900488,06/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2020,25,0,
LS06272005,06/02/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,07/02/2020,35,0,
LS06272005,06/02/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,10/02/2020,35,0,
LS06272027,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/02/2020,25,0,
LS06272027,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/02/2020,25,0,
LS06272049,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/02/2020,50,0,
LS0627205A,06/02/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/02/2020,25,50,
LS06768350,06/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,13/02/2020,0,0,
LS06768361,06/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS06768372,06/02/2020,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,25,0,
LS14479053,06/02/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,18/02/2020,25,0,
LS17301397,06/02/2020,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/02/2020,25,0,
LS17301397,06/02/2020,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/02/2020,25,0,
LS17301400,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/02/2020,25,0,
LS17301411,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,0,83,
LS17301422,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,0,83,
LS17301433,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/02/2020,25,0,
LS17301444,06/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/02/2020,50,0,
LS21400803,06/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,0,0,
LS22100860,06/02/2020,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/02/2020,25,0,
LS22100860,06/02/2020,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2020,25,0,
LS22100871,06/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS24300270,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,0,50,
LS24300292,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,0,0,
LS24300292,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,0,0,
LS24300306,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS24300317,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,0,0,
LS24300372,06/02/2020,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,25,0,
LS24300372,06/02/2020,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,13/02/2020,25,0,
LS24300372,06/02/2020,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,14/02/2020,25,0,
LS24300394,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24400537,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/02/2020,25,0,
LS24400548,06/02/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS2440056A,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS2440056A,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,25,0,
LS24400570,06/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS24400606,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,0,83,
LS24400617,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/02/2020,25,0,
LS24400628,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS24400628,06/02/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,25,0,
LS24800014,06/02/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/02/2020,0,0,
LS25900477,06/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS25900477,06/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS25900488,06/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25,0,
LS06454363,07/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2020,0,0,
LS06454385,07/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,0,0,
LS06454385,07/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,0,0,
LS07161983,07/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,25,0,
LS07161994,07/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/02/2020,25,0,
LS07162002,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,07/02/2020,25,0,
LS07162002,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,10/02/2020,25,0,
LS07162013,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,07/02/2020,25,0,
LS07162013,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,08/02/2020,25,0,
LS07162057,07/02/2020,LEISURE CENTRE CP - PUDSEY                                  ,87 IN DISABLED BAY WITHOUT BADGE,70,07/02/2020,0,113,
LS07162104,07/02/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/02/2020,25,0,
LS0758393A,07/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/02/2020,0,0,
LS0758393A,07/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/02/2020,0,0,
LS14746058,07/02/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,0,83,
LS17103214,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS17103236,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS17103247,07/02/2020,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,07/02/2020,35,0,
LS17103247,07/02/2020,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,08/02/2020,35,0,
LS21600609,07/02/2020,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/02/2020,0,50,
LS21600631,07/02/2020,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/02/2020,50,0,
LS21600631,07/02/2020,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/03/2020,50,0,
LS21600642,07/02/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/02/2020,25,0,
LS21600653,07/02/2020,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/02/2020,0,0,
LS21700862,07/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS21700862,07/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,25,0,
LS21700873,07/02/2020,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/02/2020,25,0,
LS23500015,07/02/2020,WOODHOUSE LANE  CP - CITY,84 ADDITIONAL PAYMENT MADE TO EXTEND TIME,50,07/02/2020,0,0,
LS23500015,07/02/2020,WOODHOUSE LANE  CP - CITY,84 ADDITIONAL PAYMENT MADE TO EXTEND TIME,50,10/02/2020,0,0,
LS24100409,07/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,0,0,
LS24100409,07/02/2020,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2020,0,0,
LS24100420,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24100431,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24100431,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,25,0,
LS24100442,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24100442,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/02/2020,25,0,
LS24100453,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/02/2020,25,0,
LS24100464,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24100464,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2020,25,0,
LS24100475,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2020,0,0,
LS24100497,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,25,0,
LS24100497,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2020,25,0,
LS24100500,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/03/2020,50,0,
LS24100511,07/02/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2020,0,0,
LS24400741,07/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,0,0,
LS24400741,07/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,0,0,
LS24800105,07/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS24800105,07/02/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/02/2020,25,0,
LS06454363,07/02/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,0,0,
LS0667630A,07/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/02/2020,25,0,
LS0667630A,07/02/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,10/02/2020,25,0,
LS07161983,07/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS07161983,07/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS07161994,07/02/2020,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS07162002,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,11/02/2020,25,0,
LS07162024,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,07/02/2020,25,0,
LS07162024,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,17/02/2020,25,0,
LS07162024,07/02/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,18/02/2020,25,0,
LS07162090,07/02/2020,LIDGETT HILL CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,07/02/2020,25,0,
LS07162090,07/02/2020,LIDGETT HILL CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,12/02/2020,25,0,
LS07162104,07/02/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/02/2020,25,0,
LS07583929,07/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/02/2020,0,0,
LS07583929,07/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,21/02/2020,0,0,
LS0758393A,07/02/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,24/02/2020,0,0,
LS17103214,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25,0,
LS17103225,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,50,0,
LS17103225,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50,0,
LS17103236,07/02/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2020,25,0,
LS21600642,07/02/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25,0,
LS21600642,07/02/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,25,0,
